,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399
26,58,46,0,30,23,6,34,84,63,79,8,16,22,17,14,36,24,95,42,99,79,94,3,23,61,12,6,76,36,61,22,82,21,23,47,15,87,82,85,97,25,12,39,48,8,66,96,33,44,32,44,64,72,66,62,72,32,50,70,44,82,79,10,94,19,6,72,20,53,58,34,28,42,97,28,37,95,37,2,98,47,31,33,63,29,54,30,14,92,73,69,35,53,66,68,0,87,19,59,43,60,96,15,34,54,30,22,38,61,64,19,84,31,28,34,20,63,40,99,14,31,63,5,81,18,28,77,61,77,81,29,66,17,10,55,45,68,20,19,21,9,92,89,97,87,28,19,41,37,77,12,54,36,92,1,77,27,75,53,28,56,96,78,8,67,71,48,96,70,35,72,19,6,92,84,89,75,93,68,72,14,77,33,3,52,67,72,39,96,44,58,29,78,12,95,20,12,64,57,93,55,56,23,18,51,63,91,9,99,93,8,80,27,81,70,23,32,38,14,91,42,48,14,26,0,37,65,3,70,90,34,98,21,74,25,40,74,89,91,81,93,5,67,41,51,48,11,72,94,71,40,96,62,2,98,23,1,54,94,88,85,56,54,36,69,36,68,91,3,19,96,39,7,98,88,23,74,79,5,34,59,12,87,26,29,95,45,46,38,80,89,86,47,6,20,84,15,74,59,90,72,70,93,29,77,28,77,75,32,76,65,54,72,62,13,52,94,82,24,39,73,66,83,6,37,4,77,32,44,53,43,38,40,38,0,88,17,93,52,27,27,30,40,38,49,58,97,65,40,9,70,66,48,88,88,55,19,51,23,48,92,14,15,70,90,33,99,7,46,8,81,30,92,44,65,88,12,45,77,70,32,11,88,56,61,70,6,76,90,6,23,46,74,26,12,88,19,79,35,64
27,66,83,58,27,15,32,24,87,18,3,99,58,16,56,38,72,61,9,91,71,69,24,18,65,92,99,16,32,9,13,98,94,19,2,86,9,18,65,61,87,46,10,11,24,65,47,35,64,1,31,2,35,40,40,28,54,23,12,34,92,60,98,81,49,59,65,6,73,36,55,25,32,28,79,11,21,0,68,48,14,82,23,39,38,99,67,25,37,70,72,98,85,72,7,83,87,4,8,58,50,95,21,74,80,95,16,87,55,44,11,23,47,76,31,62,98,47,53,27,65,11,60,63,84,88,74,23,35,30,11,16,6,40,24,14,8,60,44,61,78,74,33,52,26,54,80,70,21,40,97,0,60,28,55,8,66,42,82,20,6,94,61,97,64,37,25,42,11,0,10,15,78,2,39,34,7,79,35,96,80,60,34,51,11,65,27,61,42,0,69,61,47,1,50,4,20,54,37,47,45,94,61,81,75,13,40,64,13,45,87,68,85,0,9,61,9,52,23,29,72,86,40,99,67,82,63,81,66,17,22,29,30,74,90,16,57,90,50,97,74,86,51,86,33,4,41,13,99,25,30,68,24,3,68,27,23,59,70,10,88,58,41,57,55,68,74,38,86,52,89,32,62,93,26,44,72,36,93,71,90,40,47,89,51,85,25,68,70,92,67,20,25,21,82,23,79,67,20,10,32,78,32,27,16,58,86,11,94,65,11,34,23,31,84,3,51,9,12,56,34,50,68,68,78,26,57,73,34,27,85,10,77,40,13,45,46,82,51,19,43,49,45,28,28,3,34,39,76,5,58,53,97,6,48,45,96,43,84,49,64,58,80,15,35,55,75,26,15,79,73,55,13,32,88,69,59,4,45,86,74,90,19,6,47,31,42,65,7,26,96,73,21,69,16,56,69,77,13,84,39
28,41,78,22,28,88,60,64,92,39,65,32,43,60,61,51,66,9,28,74,87,59,2,15,24,10,4,35,86,24,47,45,21,1,32,39,31,1,17,20,65,65,84,23,49,56,56,70,32,13,78,51,77,51,34,72,51,60,33,97,81,67,42,24,96,77,15,41,78,83,55,16,87,85,24,54,66,79,68,21,72,30,48,81,23,64,59,49,50,57,75,46,79,54,68,26,79,83,20,91,85,7,20,58,21,99,4,45,51,99,26,83,37,25,72,64,28,49,97,77,8,96,98,76,30,3,22,56,11,35,31,67,29,36,13,86,4,18,26,76,14,90,76,35,64,99,73,20,65,53,86,93,28,68,40,76,6,13,4,77,18,38,76,50,66,81,23,45,90,75,59,84,29,86,14,6,36,66,40,16,35,2,41,26,87,15,15,42,25,93,1,60,95,88,36,96,81,2,40,19,59,41,46,95,40,26,65,88,28,26,64,43,45,10,7,87,7,30,31,57,84,32,22,72,82,0,27,74,47,74,87,16,53,53,91,27,3,27,55,83,55,75,31,30,62,84,92,92,37,70,87,94,37,51,77,47,18,58,76,96,96,69,68,83,42,56,77,66,27,71,91,70,70,84,94,75,22,35,92,94,46,61,18,52,78,42,8,58,15,97,31,68,35,66,37,17,85,6,16,70,98,2,26,55,12,19,14,34,13,66,41,18,93,91,39,23,78,8,11,10,8,7,80,26,41,54,48,13,47,51,21,43,75,68,51,18,35,7,9,95,87,40,50,44,64,44,68,86,41,76,58,50,87,7,19,93,78,88,63,21,84,35,45,96,36,7,22,63,39,72,4,47,64,1,48,75,47,19,88,70,38,4,88,5,96,94,59,49,29,18,24,75,77,35,86,92,54,31,90,36,66
29,90,27,22,13,8,10,82,58,13,81,99,51,21,28,71,75,31,3,56,34,53,66,90,98,69,51,6,9,77,53,3,29,47,62,33,51,50,84,74,81,57,97,66,62,63,71,26,6,69,19,11,11,63,22,47,82,11,0,76,91,27,61,77,54,34,61,75,0,79,7,39,60,1,16,25,36,64,51,1,42,16,28,92,8,48,40,1,67,18,74,95,48,25,99,84,93,91,7,67,18,76,39,13,26,44,85,33,85,37,15,99,54,49,8,71,79,83,27,85,97,63,12,93,54,94,95,94,49,8,73,71,1,31,92,69,25,48,77,96,10,97,62,74,45,80,53,65,30,6,7,55,62,30,77,31,16,31,2,46,82,75,42,31,62,16,69,55,84,24,20,3,91,35,79,18,71,10,0,36,8,99,98,35,29,21,11,63,14,49,13,25,0,34,93,6,26,4,59,77,24,44,28,70,50,83,2,12,39,88,1,13,10,75,6,80,93,62,26,81,70,33,66,27,4,39,53,95,61,4,79,76,2,42,65,95,38,68,16,36,25,23,45,77,41,85,33,75,37,80,65,82,39,74,52,32,63,58,29,4,44,49,17,62,69,7,10,25,58,73,12,70,11,82,48,9,54,47,64,93,31,13,38,91,76,34,90,17,78,81,93,42,79,52,22,71,85,3,20,20,78,63,35,24,62,98,36,83,62,87,88,30,41,46,94,5,40,74,87,68,82,64,63,72,16,33,23,68,47,32,25,38,37,63,41,66,59,43,4,11,52,25,77,97,8,36,90,62,76,21,40,18,69,29,86,61,27,90,67,45,85,44,69,40,75,92,45,77,24,71,30,13,65,79,41,15,26,62,84,66,8,57,4,98,21,24,5,96,38,66,70,12,77,29,71,83,13,21,76,63,0
30,77,68,67,64,80,47,17,70,17,47,77,42,81,39,5,9,8,30,64,45,39,85,49,30,79,58,58,17,93,47,80,20,98,66,4,17,27,14,55,16,39,44,12,83,69,82,89,66,60,94,59,33,0,41,69,13,86,83,21,8,84,47,9,67,11,96,57,33,97,8,52,39,56,16,10,76,19,7,16,27,8,90,73,63,4,33,46,7,80,56,39,40,22,47,82,90,68,74,55,63,66,10,56,81,71,51,50,26,64,50,43,32,35,13,16,88,63,75,56,46,38,25,47,93,26,33,31,59,33,70,51,40,46,67,4,10,37,25,28,72,73,73,93,3,37,90,33,36,21,47,51,39,88,63,85,35,13,18,68,97,37,63,51,60,54,88,2,18,89,46,52,30,25,47,92,28,40,60,5,93,88,24,95,68,53,98,30,32,91,71,57,75,91,39,48,1,17,67,45,56,69,67,61,29,23,64,13,68,3,1,42,94,88,27,15,35,64,62,50,79,40,40,30,31,0,45,50,50,0,66,0,92,88,24,80,51,84,74,71,62,44,1,47,70,50,97,64,92,35,59,74,55,47,28,25,73,61,31,80,48,73,51,88,3,64,93,56,28,3,93,5,33,64,46,49,18,29,50,13,64,42,7,13,9,39,19,78,95,33,32,99,9,84,22,19,90,37,15,11,1,76,74,86,55,79,99,40,10,2,40,52,68,76,52,84,24,17,8,46,4,47,63,38,91,82,0,99,50,48,68,2,33,25,71,72,58,91,47,39,96,4,27,83,99,72,16,48,51,61,37,67,83,78,17,8,7,85,53,52,99,49,45,42,31,9,10,48,18,80,2,56,32,30,74,72,40,78,87,67,50,10,55,38,27,53,88,93,83,19,59,62,14,10,46,48,91,5,94,47,1
31,75,5,42,75,11,60,71,80,36,51,7,69,7,45,47,26,81,6,36,21,32,60,83,12,84,94,88,10,71,61,69,69,32,78,77,97,84,70,41,74,58,92,71,22,81,54,77,57,11,91,75,77,46,69,82,87,9,49,73,43,86,46,40,7,82,83,16,95,58,65,8,54,17,13,63,42,49,47,51,97,0,68,30,16,50,63,43,84,72,5,15,62,45,8,86,49,27,22,12,51,64,44,65,36,45,58,67,34,17,62,29,52,83,18,31,82,5,46,85,48,6,72,2,53,27,13,13,60,9,13,66,90,14,27,8,50,0,0,5,55,29,71,89,8,49,16,37,50,1,44,10,96,46,40,87,54,5,53,92,30,37,19,22,52,72,75,71,89,49,19,59,91,70,89,40,23,22,46,81,36,73,26,88,73,98,38,81,83,71,76,68,44,75,22,67,12,37,99,33,71,30,43,35,3,65,66,8,72,7,5,40,42,40,1,18,25,60,97,56,80,25,89,99,13,75,25,42,50,13,8,99,13,27,8,69,73,77,32,33,39,82,83,67,47,79,68,78,48,5,80,29,15,4,77,52,33,22,27,90,70,99,41,1,12,16,8,1,24,29,16,23,95,6,58,35,23,84,27,46,49,68,40,38,65,35,4,7,89,16,43,2,37,31,39,84,91,22,3,11,88,69,30,60,63,14,75,66,95,40,72,46,19,7,40,87,77,0,97,66,48,47,13,63,45,41,56,77,5,55,48,67,20,29,73,48,81,77,23,81,79,32,44,85,76,73,51,84,63,78,41,22,24,62,42,43,10,41,64,32,19,99,87,77,71,94,0,0,17,30,72,90,56,14,98,11,85,47,70,43,84,76,37,80,70,71,76,80,43,74,37,48,55,43,19,1,46,95,62,44,73
32,76,44,16,66,84,23,72,93,80,14,20,7,13,91,68,28,48,11,80,97,24,79,92,58,92,33,91,72,98,3,13,3,70,61,48,8,73,79,53,77,93,18,17,23,45,17,23,84,54,20,95,77,91,97,24,78,95,28,70,52,33,76,90,71,38,30,60,58,30,79,2,34,18,74,37,62,73,61,18,18,55,80,85,83,9,10,10,13,2,32,87,43,13,65,98,54,30,0,2,28,69,44,76,96,71,33,92,14,92,66,52,88,63,44,98,47,86,70,96,5,7,39,1,66,26,98,45,29,94,42,15,75,84,5,77,26,17,39,71,97,33,82,16,87,16,47,61,53,97,94,79,2,99,21,74,69,93,91,90,30,44,75,75,87,68,98,98,38,58,38,51,96,44,16,61,30,70,3,42,64,87,4,51,63,29,99,70,10,11,62,55,61,36,14,3,78,56,25,76,96,52,39,57,90,68,12,97,60,16,48,66,67,53,99,52,90,19,11,78,73,1,99,10,34,7,93,27,65,77,59,93,71,7,4,13,23,24,15,79,47,69,92,35,3,59,30,72,7,39,44,44,80,83,49,1,19,59,68,46,51,69,82,80,29,74,50,31,94,91,8,46,99,47,61,55,55,36,7,88,48,9,22,71,44,71,81,93,99,26,63,64,17,93,8,84,77,52,20,95,65,39,32,33,60,39,61,98,70,59,36,56,78,88,91,85,21,97,98,66,30,68,98,35,18,91,95,50,55,79,50,97,69,50,37,85,31,26,94,25,56,37,41,26,32,15,40,15,71,9,57,88,4,82,34,15,63,32,61,10,60,30,70,2,61,94,84,3,14,88,2,59,42,8,99,58,96,59,93,77,70,22,60,23,18,54,30,4,89,63,65,74,49,18,26,77,28,31,39,22,88
33,82,9,90,24,7,66,74,97,34,21,96,82,67,75,96,16,91,86,79,24,95,85,0,37,42,20,62,90,46,78,84,57,42,36,25,77,92,33,45,43,27,9,48,16,33,98,51,83,56,66,69,57,3,88,60,51,91,60,57,54,0,80,48,61,30,26,61,46,10,44,32,70,54,20,9,80,22,23,87,24,92,90,78,22,47,11,73,6,76,51,83,98,51,96,91,95,32,23,51,43,79,74,24,26,11,65,40,51,93,22,77,55,50,0,43,45,78,62,95,6,71,87,67,86,98,20,45,34,45,27,64,66,89,93,72,33,9,35,62,97,98,40,17,15,68,45,40,42,31,32,10,27,6,65,63,29,72,40,1,74,89,45,63,51,46,53,2,97,36,37,70,66,20,64,75,85,66,45,44,87,35,51,53,22,63,61,20,52,26,87,40,51,42,22,26,29,77,9,27,43,98,62,16,32,73,72,78,89,32,8,81,62,33,33,83,68,83,14,58,90,60,85,5,28,49,13,95,16,27,46,34,12,24,30,97,43,29,49,68,49,59,10,10,4,67,24,83,8,89,83,28,41,97,40,19,43,57,56,80,1,21,76,47,22,36,88,9,20,2,28,77,85,67,77,51,87,94,39,15,67,95,31,44,17,63,60,86,80,18,67,82,45,53,42,46,40,88,27,22,53,66,44,95,57,77,39,86,41,61,56,93,26,87,90,49,10,50,95,77,56,72,64,72,1,93,51,35,12,41,33,22,14,22,60,67,71,35,53,7,82,38,26,5,10,75,60,98,87,49,94,50,81,87,72,59,69,55,36,80,22,16,26,1,74,6,43,31,83,83,83,99,4,18,91,68,44,51,84,33,41,16,29,39,14,25,47,86,30,53,88,91,70,84,75,73,52,11,76,73,21
34,54,54,83,64,21,60,59,16,79,25,78,89,32,33,58,45,17,65,99,66,76,31,35,53,95,23,39,59,51,83,45,17,96,3,99,35,91,77,38,19,42,60,85,2,82,11,68,76,33,2,49,44,5,91,6,63,50,79,54,43,62,24,49,71,48,80,98,81,60,44,39,21,69,99,15,58,40,4,1,74,76,58,75,16,57,56,76,68,50,67,82,94,42,48,34,30,19,33,48,50,34,63,64,81,67,6,83,9,2,30,86,66,72,58,31,19,24,60,97,83,51,94,2,31,92,14,17,81,77,59,11,31,18,76,64,22,1,76,41,39,50,43,17,74,70,69,48,92,49,39,41,0,27,27,19,70,83,27,0,70,30,15,0,47,76,60,6,84,3,3,95,94,30,12,44,57,86,44,39,6,4,78,76,93,29,92,98,53,1,76,48,71,6,9,4,49,87,48,62,31,26,33,49,38,9,61,32,44,24,92,39,2,72,55,78,79,71,33,61,15,1,7,15,90,66,35,55,83,0,34,44,72,6,7,48,62,42,26,9,45,97,33,85,0,97,84,97,28,37,85,39,50,27,85,26,0,23,88,41,52,61,44,78,58,60,54,23,77,97,75,41,58,89,3,39,96,1,53,48,53,68,85,40,5,56,83,65,98,50,78,30,59,9,62,40,72,43,69,50,64,0,64,79,71,14,98,99,62,61,69,61,28,61,56,44,34,53,73,29,77,46,52,90,97,51,75,94,51,88,59,17,12,86,16,81,48,46,41,48,30,56,3,64,40,72,48,89,39,2,22,24,74,82,80,82,70,63,12,50,84,92,10,58,6,27,0,25,16,99,39,3,30,51,98,71,55,21,50,52,14,83,22,20,96,93,55,7,10,23,31,35,48,67,61,18,14,55,23,59,71
35,73,36,58,89,46,44,26,98,81,24,85,4,85,9,89,46,4,47,60,81,35,61,6,41,48,21,61,49,90,70,56,66,64,2,48,31,24,10,51,64,29,21,46,59,91,28,53,48,97,24,76,20,78,5,27,39,82,72,9,56,13,8,91,84,50,32,63,77,3,73,89,48,84,19,70,1,82,68,25,33,51,28,15,97,67,40,21,66,63,69,91,76,59,67,89,82,47,77,32,27,1,34,21,53,94,52,1,11,33,29,90,84,59,87,67,11,17,20,96,38,65,15,86,69,12,43,74,83,47,38,36,35,3,99,86,89,38,75,63,79,69,69,34,20,41,12,8,15,23,73,97,32,11,86,65,74,32,52,45,64,67,29,85,93,35,85,30,75,69,92,92,54,64,66,10,4,35,83,20,12,69,80,48,89,88,48,78,26,81,70,58,9,7,78,14,83,93,16,48,75,14,89,7,98,79,69,82,39,99,11,93,78,22,31,33,59,43,56,5,38,26,25,25,80,2,36,40,15,12,82,32,97,16,49,68,35,49,74,81,15,41,61,16,19,89,5,62,56,94,54,73,34,73,0,25,73,13,96,43,48,2,17,37,15,0,76,6,69,39,28,4,12,57,49,76,73,25,39,30,41,29,9,97,87,19,1,68,65,20,4,24,38,0,62,96,74,58,79,50,25,37,94,68,12,75,35,37,34,4,11,39,36,77,58,42,2,77,67,83,45,9,23,12,73,87,90,80,92,50,86,29,24,95,7,24,45,70,31,39,19,98,24,14,30,70,51,96,41,10,75,16,37,71,42,96,63,27,62,89,60,90,30,23,21,42,49,88,12,89,54,43,15,19,13,84,84,31,80,41,98,35,61,0,72,7,80,90,18,76,63,2,32,71,17,0,53,86,47,71,92
36,29,59,5,55,88,28,55,89,60,86,0,79,1,53,81,30,45,77,65,94,10,53,40,65,88,49,31,92,53,26,44,50,90,68,65,2,76,88,2,59,88,37,53,1,81,89,87,32,66,2,57,44,53,8,96,20,0,44,92,70,54,78,26,17,30,91,89,68,99,22,79,3,94,21,90,79,89,20,63,58,50,75,91,76,53,14,90,9,80,96,86,98,0,94,11,88,38,21,40,39,9,68,3,36,2,65,30,24,3,6,68,20,1,42,94,33,56,0,39,0,73,52,30,66,72,71,65,34,9,5,30,31,10,94,67,89,62,21,10,14,59,30,71,16,68,92,23,95,45,21,23,9,81,56,36,44,39,71,41,4,95,58,21,37,23,8,13,60,80,85,83,47,40,95,53,66,87,62,7,95,79,20,57,23,19,7,74,36,57,97,63,63,56,57,63,86,60,88,29,81,80,36,88,37,16,11,71,95,9,44,38,1,29,94,22,40,52,75,83,36,16,13,59,21,3,27,34,20,7,16,49,26,62,30,25,11,61,7,58,71,72,88,23,69,85,44,15,76,21,6,84,84,35,24,20,32,26,85,76,54,50,9,15,75,55,96,5,51,72,56,48,9,43,66,98,83,62,86,10,48,19,84,63,12,94,44,75,25,27,82,94,85,7,52,21,41,94,90,87,3,34,22,42,13,19,48,24,62,63,61,2,30,25,19,1,67,22,34,16,17,77,10,4,76,87,14,16,14,61,90,83,17,37,47,13,24,1,79,39,51,64,54,50,80,11,85,33,83,12,43,64,30,48,67,90,72,56,98,14,86,52,45,71,26,1,1,34,49,61,97,62,23,53,10,81,96,84,13,60,15,20,15,43,45,60,29,13,83,9,52,70,11,30,81,3,42,65,51,51,88
37,63,82,63,24,4,56,4,57,86,71,45,3,48,53,16,50,82,72,67,98,93,22,46,79,73,96,9,80,62,22,93,53,2,98,34,99,93,8,71,14,77,28,1,20,23,47,25,3,61,13,8,70,14,54,53,57,73,61,54,3,55,39,40,6,27,47,32,12,43,27,59,37,69,66,63,40,29,20,0,51,87,9,65,96,89,52,54,26,23,56,88,41,1,46,22,39,62,25,39,72,32,72,18,4,69,46,97,44,65,57,60,72,50,32,12,86,64,76,93,18,36,31,57,75,50,24,7,35,22,63,24,0,78,75,99,82,78,4,89,6,74,18,74,99,81,50,61,13,90,21,29,36,9,47,64,7,81,24,0,79,61,2,69,89,45,31,19,75,92,91,58,75,31,79,56,55,24,9,78,28,63,17,65,47,6,77,66,23,60,82,25,90,74,1,13,65,59,29,19,14,10,67,56,58,80,23,45,63,94,7,48,78,83,64,79,41,58,55,11,59,34,76,63,64,95,70,89,17,80,78,86,6,87,62,99,67,74,32,10,12,16,10,62,31,15,73,95,47,17,43,53,3,90,14,34,47,98,13,94,21,45,25,80,79,66,37,9,61,37,84,85,25,37,99,77,34,55,53,24,56,6,11,91,56,99,13,84,76,84,53,24,14,20,96,1,96,91,98,91,59,79,63,56,38,18,10,68,38,10,13,80,23,29,14,6,11,66,1,55,19,52,97,79,4,89,12,85,45,3,35,81,49,19,70,68,86,84,1,52,16,45,69,46,52,17,31,77,29,18,86,73,19,77,23,98,83,43,24,68,68,28,35,28,25,95,77,20,39,47,22,84,11,14,68,25,37,25,31,95,9,92,47,94,7,92,32,26,10,19,66,66,28,25,96,66,53,14,54,74,84
38,82,59,94,85,31,43,73,13,13,85,28,41,64,19,94,45,38,41,90,61,74,23,82,57,29,6,22,17,78,62,72,55,33,91,96,8,24,36,10,51,92,4,1,22,96,32,8,38,33,90,40,88,67,34,94,96,92,80,50,37,28,64,87,81,39,14,70,16,91,39,10,72,91,70,60,40,47,49,19,97,67,33,31,19,63,48,48,68,64,64,35,24,69,15,39,79,11,72,19,22,34,12,85,81,48,61,60,93,32,30,15,20,15,45,64,48,30,59,14,52,36,78,76,46,64,72,14,14,19,71,10,72,40,60,10,52,50,90,18,29,14,85,94,69,21,51,38,64,65,45,12,92,5,3,82,8,38,78,53,39,78,71,23,25,4,22,63,19,97,41,63,39,36,33,52,7,18,24,96,18,32,53,71,39,70,83,91,85,72,22,74,54,90,82,36,53,76,64,16,46,49,9,66,78,51,33,62,0,20,72,13,54,16,25,14,96,17,13,3,26,24,28,8,3,80,74,99,21,56,34,98,89,59,11,88,11,59,0,92,1,93,94,58,65,95,10,39,70,42,98,51,72,10,63,53,81,28,16,62,23,18,41,95,83,1,9,83,43,86,82,4,24,39,88,62,3,55,75,11,20,65,37,55,15,61,9,76,81,91,81,20,48,1,41,48,62,74,36,29,43,73,34,18,36,58,51,15,44,19,88,73,39,87,29,30,40,89,9,55,32,37,41,83,58,74,56,47,29,66,36,69,60,56,81,29,68,21,77,25,34,48,5,29,49,29,43,92,98,44,22,2,11,58,39,15,93,82,54,19,67,88,77,66,59,63,13,77,7,22,77,96,60,64,54,86,46,36,95,86,61,60,92,62,3,99,28,81,79,22,44,99,95,76,44,27,97,89,16,59,74
39,21,28,29,14,72,49,76,80,6,89,94,63,38,43,8,48,37,94,47,92,46,35,19,69,97,81,12,16,62,97,56,59,43,97,35,44,40,90,9,46,28,29,47,74,67,62,55,73,45,44,1,12,22,21,90,60,57,1,91,64,90,30,33,88,51,1,64,39,40,35,6,76,78,97,43,25,85,36,22,59,9,30,21,26,58,19,52,88,37,90,30,10,38,33,6,61,26,32,83,10,95,75,1,13,78,76,93,78,62,58,7,92,49,82,50,65,85,78,45,6,12,76,71,52,18,77,4,42,70,33,98,31,79,60,32,88,14,53,23,46,96,37,64,47,90,82,22,48,74,11,15,90,37,82,4,5,41,40,93,57,93,25,10,32,8,84,24,49,52,43,17,44,30,59,33,13,27,57,43,31,71,49,18,37,22,30,4,72,29,72,4,54,36,10,76,59,38,97,80,46,50,22,31,40,53,51,8,69,75,23,15,6,35,40,81,40,50,8,87,91,79,21,77,67,27,99,85,80,57,88,9,34,70,20,96,93,44,69,78,30,85,33,41,88,41,23,32,17,75,0,53,89,70,43,99,27,5,90,98,20,57,84,4,46,26,72,86,53,35,41,19,27,22,49,70,99,61,65,32,41,38,95,45,10,60,38,65,26,47,14,56,34,46,61,81,40,98,42,37,25,84,17,16,86,93,36,54,17,67,21,34,44,34,88,29,58,2,7,14,49,91,5,73,47,77,21,65,16,1,84,49,89,87,26,81,6,84,84,53,41,15,25,54,63,19,65,17,5,79,87,45,31,70,4,17,75,35,85,62,33,31,98,61,3,40,13,38,9,20,73,77,13,72,13,56,59,85,62,70,54,94,59,17,23,59,41,31,68,98,75,98,61,62,44,82,37,74,38,11,2
40,33,3,64,46,38,99,29,58,60,50,70,77,12,80,29,1,71,84,86,39,40,32,44,17,41,16,48,82,93,58,77,66,80,71,35,91,7,29,46,65,31,69,0,68,42,9,73,72,20,88,49,39,19,98,62,69,18,3,78,75,89,72,45,17,80,83,70,56,80,36,0,94,28,33,25,56,26,13,34,51,7,21,20,32,11,5,56,9,41,53,29,34,13,27,37,27,52,72,61,82,48,16,77,68,26,1,11,55,37,91,45,0,12,60,79,54,97,28,2,82,6,74,59,1,51,0,92,87,94,94,63,47,15,22,83,27,91,2,41,38,37,95,21,62,95,30,8,70,42,63,69,79,29,22,57,95,31,33,78,33,93,4,58,78,55,85,29,87,25,11,12,17,17,34,43,96,95,91,43,66,5,63,4,53,31,21,21,34,7,51,85,0,37,67,88,59,28,62,89,43,18,1,6,50,65,2,23,10,26,64,76,39,42,39,74,94,72,66,54,69,25,69,21,5,3,81,12,64,87,25,8,20,75,24,88,3,43,14,8,83,6,29,13,83,6,86,2,33,69,3,42,74,71,43,55,16,44,87,0,29,43,20,18,11,32,66,14,22,83,6,56,8,6,59,92,49,24,72,74,98,60,84,36,26,25,46,83,22,41,63,82,53,2,19,43,17,83,28,95,79,50,35,15,88,38,48,69,98,30,55,52,33,94,41,61,76,44,80,33,38,68,7,67,32,11,18,60,71,81,76,60,48,0,83,44,47,13,82,34,39,69,17,74,12,82,42,17,2,25,24,80,56,14,12,11,81,17,53,43,44,43,14,18,35,25,26,57,54,87,2,25,32,1,92,25,85,92,97,8,5,48,66,52,39,60,46,49,73,53,88,48,64,99,11,51,76,90,74,61,91
41,10,72,72,36,38,42,0,46,82,58,58,99,75,0,75,58,68,79,78,2,5,23,96,45,92,8,67,66,61,33,11,94,22,95,57,9,59,41,1,75,12,60,5,2,16,54,63,56,67,86,21,92,8,62,86,67,49,61,29,27,57,90,84,54,47,44,19,48,94,78,84,55,35,50,5,67,0,21,25,18,18,84,7,10,93,92,44,50,51,65,96,92,45,40,39,69,81,84,45,90,56,95,66,84,65,97,55,59,95,73,67,54,59,19,94,16,37,90,39,29,48,24,61,42,98,21,4,12,27,56,67,86,42,16,65,94,7,55,11,26,51,26,93,53,20,97,58,7,74,53,43,34,28,92,99,37,31,64,26,67,95,19,95,51,43,99,42,87,0,43,9,79,22,41,3,67,58,63,93,40,88,94,7,59,34,1,36,31,86,41,96,17,8,6,25,49,38,30,81,50,36,82,90,17,96,75,9,97,57,97,66,77,49,54,64,17,2,38,5,14,63,72,91,21,66,31,13,21,99,70,73,68,20,66,21,97,17,37,36,13,98,10,37,59,75,9,70,32,2,88,73,47,23,81,83,25,29,0,38,63,78,41,20,71,21,28,2,8,46,93,72,57,48,48,26,21,63,25,78,88,2,63,1,17,83,6,11,86,28,83,65,15,81,83,96,20,52,0,56,0,35,67,95,15,93,41,74,46,63,4,55,83,10,56,33,67,81,37,10,61,23,97,4,2,93,58,7,75,55,49,96,64,42,42,20,92,44,21,96,47,74,17,37,91,50,54,26,75,15,94,10,95,0,96,82,92,81,85,15,12,96,28,72,19,24,85,77,27,53,94,1,14,77,23,27,63,98,42,45,93,71,92,53,23,14,95,78,13,39,50,77,30,56,23,33,80,54,82,44,71
